Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio,Vol- 50 Day Avg. (1000s)
HEIA,211.04,33,-0.63,40,76,24,D-,97,A,C,A,43,338
HII,396.62,33,0.84,-48,92,92,C-,90,C,B,A,26,535
HOVR,1.47,33,2.80,-62,41,88,D,1,,C,A,,701
HWM,232.68,33,-2.66,-37,99,89,B-,99,A,C,A,62,"2,768"
HXL,79.21,33,-4.09,0,75,87,E,65,C,C,A,45,"1,360"
ISSC,22.52,33,2.74,8,97,97,C+,99,A,B,A,21,621
JOBY,8.50,33,2.78,-14,26,19,D,17,D,C,A,,"27,314"
KRMN,85.83,33,3.80,-27,98,95,C+,80,A,C,A,238,"2,197"
KTOS,67.31,33,-0.58,2,93,86,C-,96,C,C,A,122,"4,304"
LHX,356.00,33,0.59,-28,77,89,D+,58,C,D,A,33,"1,407"
LMT,622.79,33,0.83,-34,82,88,C+,53,B,C,A,22,"1,701"
LOAR,57.04,33,-2.55,1,65,16,C,80,B,C,A,55,"1,102"
LUNR,23.99,33,18.53,246,85,98,A-,59,,C,A,,"11,757"
MDA,27.21,33,5.02,-23,83,24,,97,A,,A,19,877
MNTS,3.28,33,-12.06,47,22,3,E,58,E,B,A,,"1,210"
MOGA,290.02,33,-3.86,-6,97,92,C-,96,B,C,A,31,342
MOGB,298.49,33,1.22,-50,98,92,B-,96,B,,A,31,0
MPTI,69.21,33,-4.02,50,95,92,D+,90,A,,A,26,62
MRCY,74.22,33,-0.71,-43,79,84,D-,79,C,C,A,78,640
MRLN,8.27,33,7.82,61,33,17,C,34,,E,A,44,553
NOC,702.50,33,0.79,-30,81,88,D,55,B,C,A,30,882
NPK,141.65,33,-0.17,-43,81,90,C-,29,B,B,A,31,93
ONDS,9.60,33,8.97,-20,72,99,B+,14,D,B,A,,"88,876"
OPXS,13.63,33,0.07,-81,82,88,D-,55,B,B,A,21,48
OSIS,268.11,33,1.72,-12,93,81,C+,85,B,C,A,28,295
POWW,2.07,33,2.48,-61,89,91,B,79,E,C,A,,656
PRZO,0.81,33,8.00,-64,36,22,D+,54,E,,A,,"1,099"
RDW,9.73,33,7.16,21,61,62,A-,39,D,B,A,,"23,425"
RKLB,67.73,33,3.37,58,79,96,B+,39,D,C,A,,"20,725"
RTX,196.21,33,0.77,-36,92,85,C+,82,B,C,A,31,"6,373"
SARO,26.26,33,0.04,-51,67,29,E,79,B,D,A,32,"4,712"
SATL,6.77,33,18.56,95,98,99,A+,79,D,C,A,,"10,935"
SIF,14.27,33,12.72,-58,94,99,B+,67,D,B,A,27,96
SOAR,0.24,33,-0.62,-89,33,1,D+,66,D,B,A,1,"4,321"
SPAI,4.11,33,2.75,-50,44,87,B-,9,E,B,A,,356
SPCE,2.46,33,2.50,104,30,17,C+,47,E,B,A,,"3,209"
SPIR,15.91,33,18.91,162,82,96,A+,36,E,B,A,,682
SWMR,66.48,33,44.52,10,59,99,,1,,,A,,"6,596"
TATT,40.13,33,-3.25,-12,86,74,D+,97,B,B,A,29,165
TDG,"1,167.00",33,-0.53,-22,55,24,D-,86,,C,A,31,410
TDY,623.13,33,0.83,-22,86,84,D-,82,B,D,A,28,348
TXT,88.05,33,-0.97,-57,93,72,C+,93,B,D,A,14,"1,815"
UMAC,13.60,33,10.21,16,80,91,C,67,D,B,A,,"4,108"
VOYG,26.82,33,12.88,36,27,18,B-,11,D,C,A,,"1,522"
VVX,69.75,33,0.46,-40,84,89,C-,69,C,C,A,13,530
VWAV,5.66,33,0.00,56,21,19,B-,6,,B,A,,337
WWD,371.78,33,-1.09,-19,99,93,B,98,A,C,A,48,679
YSS,28.03,33,18.77,99,42,20,B+,11,D,,A,,"1,948"
AAON,81.36,34,-2.74,-28,84,56,B,80,B,C,A-,60,876
AIRJ,2.68,34,3.47,-5,19,8,D,23,,B,A-,17,448
AOS,64.35,34,-1.12,-24,64,32,D+,79,B,D,A-,17,"1,482"
CARR,55.71,34,-2.09,-26,39,30,D-,46,C,C,A-,22,"7,594"
CSW,263.21,34,1.10,-30,71,30,D-,84,B,D,A-,28,160
FIX,"1,417.19",34,-0.79,-35,99,98,B-,99,A,B,A-,49,434
GCDT,1.13,34,-12.40,-38,21,2,C+,36,,,A-,,98
LII,454.64,34,-2.19,-20,50,22,D-,66,B,C,A-,20,500
LMB,80.42,34,0.27,0,69,28,D-,95,A,C,A-,18,179
MOD,219.32,34,-1.64,-56,99,97,B+,95,A,C,A-,50,"1,333"
THR,52.08,34,0.58,-67,91,95,D-,96,B,C,A-,24,619
TT,427.07,34,-0.25,-26,92,72,C+,92,A,B,A-,33,"1,544"
WSO,370.31,34,-1.49,-13,40,29,D-,48,C,C,A-,31,460
WXM,0.47,34,-6.00,-100,23,5,A-,3,B,,A-,24,128
ALB,178.09,35,-0.21,-55,81,97,B-,50,E,C,A-,,"2,545"
APD,293.55,35,1.42,-2,83,74,B-,71,B,D,A-,24,"1,523"
AQMS,3.87,35,-3.97,-54,22,9,D-,55,,C,A-,,80
ASH,54.39,35,-1.89,-40,50,50,B,33,D,C,A-,16,691
ASPI,4.29,35,4.38,-38,17,13,C+,3,D,C,A-,,"5,106"
ASPN,3.69,35,6.34,-11,15,23,B-,3,E,C,A-,,"1,539"
BCPC,170.42,35,-0.85,-5,89,74,B-,89,B,D,A-,33,185
BGLC,2.21,35,-2.64,-93,10,7,C,18,E,,A-,,23
CBT,75.93,35,0.85,-30,65,62,D+,61,C,C,A-,11,490
CC,21.55,35,0.14,-32,71,96,B,12,C,C,A-,22,"3,670"
CITR,9.08,35,8.61,-45,59,81,B+,1,D,,A-,,57
CNEY,0.40,35,2.56,-76,21,3,E,79,E,,A-,,"2,218"
ESI,34.08,35,-1.56,-48,88,92,B+,61,B,C,A-,23,"2,996"
EXOZ,8.74,35,3.55,16,21,18,C+,9,,C,A-,,3
FF,4.18,35,3.98,95,47,80,B-,2,E,B,A-,,486
FSI,5.32,35,-0.93,-89,26,21,E,36,D,C,A-,38,28
FUL,60.51,35,-3.15,20,75,59,B+,79,C,C,A-,14,563
GEVO,2.30,35,-4.17,33,81,92,B-,47,C,B,A-,,"3,824"
IOSP,73.79,35,0.26,7,48,27,B-,56,D,C,A-,14,246
KOP,37.29,35,-0.96,6,69,89,B-,41,D,B,A-,9,224
KRO,6.37,35,-1.09,-53,48,82,B-,1,E,C,A-,,335
KWR,120.57,35,-2.76,31,50,30,E,81,C,D,A-,17,173
LIN,502.60,35,1.78,-24,89,75,B,79,A,C,A-,31,"2,782"
LNZA,18.44,35,25.96,-67,45,38,D-,70,E,D,A-,,33
LXFR,12.14,35,-0.65,-51,37,34,D-,34,C,B,A-,12,230
MEOH,59.86,35,1.39,18,62,95,B-,9,D,E,A-,27,"1,298"
MTX,69.30,35,-2.98,-22,66,80,D-,54,C,C,A-,13,221
NAGE,4.38,35,-3.10,-42,35,9,C,29,B,B,A-,22,"1,305"
NEU,635.86,35,-0.38,-37,51,28,C+,58,B,C,A-,14,152
NGVT,71.09,35,-1.65,-31,72,92,B,29,B,C,A-,17,363
OEC,6.34,35,-3.35,-38,20,24,C+,15,D,C,A-,13,803
OLN,28.57,35,-2.29,-35,68,88,B,26,D,C,A-,,"3,398"
PRM,25.59,35,-1.12,9,96,92,B,77,A,C,A-,19,"1,076"
RYAM,10.62,35,-4.67,-44,57,97,B-,9,E,C,A-,,"1,055"
SCL,49.97,35,-0.08,-27,40,50,C-,9,C,C,A-,27,180
SND,5.10,35,1.80,-35,72,97,B,27,D,B,A-,170,430
TANH,0.41,35,5.13,851,3,2,D-,3,E,,A-,,230
TROX,9.18,35,-2.13,-32,60,97,B,2,E,B,A-,,"4,123"
VHI,14.03,35,0.21,-70,28,35,B,3,E,,A-,,24
WDFC,206.18,35,0.28,12,60,35,D,67,B,C,A-,31,160
AVNW,20.21,36,2.75,110,51,32,C+,51,C,B,A-,8,142
AWRE,1.31,36,0.77,-60,19,13,C+,15,E,B,A-,,42
CLRO,3.16,36,-2.77,-30,9,6,E,7,,C,A-,,6
CRNT,2.19,36,0.46,20,32,35,C-,4,D,D,A-,22,422
DY,348.15,36,0.20,-31,98,91,C-,98,B,B,A-,32,432
ERIC,11.62,36,2.47,-43,96,89,B+,81,B,C,A-,13,"9,669"
FNGR,1.02,36,0.99,-38,12,13,D,20,E,,A-,,174
GOGO,4.12,36,2.74,-25,21,9,D-,7,B,C,A-,22,"1,976"
IHS,8.29,36,0.48,-22,79,88,B-,75,,C,A-,5,"2,181"
INSG,12.09,36,3.60,-46,57,85,B-,36,,B,A-,,178
IQST,1.68,36,-1.75,-66,17,3,D,20,D,B,A-,,73
KVHI,9.05,36,0.44,-11,77,94,B,31,E,B,A-,,86
NOK,8.82,36,6.65,82,91,94,A+,44,C,B,A-,26,"50,742"
RBBN,2.18,36,-0.46,-42,44,10,C+,59,B,C,A-,3,880
UI,840.90,36,2.18,-30,99,96,B,90,A,B,A-,61,102
UTSI,2.42,36,0.00,-72,31,34,C,3,E,,A-,,3
VISN,18.73,36,2.07,-22,90,97,B,71,,B,A-,24,"4,242"
VSAT,53.69,36,18.70,92,92,99,A,81,D,B,A-,52,"1,747"
AMX,25.58,37,0.20,-64,96,90,C+,82,B,B,A-,17,"2,392"
ATNI,27.38,37,-0.18,-26,68,92,B-,26,E,C,A-,,78
BCE,24.45,37,-3.66,116,69,65,C,47,C,D,A-,36,"3,743"
CHT,42.41,37,0.05,-25,71,50,C,63,B,B,A-,26,224
KT,21.50,37,-1.74,-44,73,75,D,66,C,B,A-,9,"1,852"
LBTYB,13.47,37,-1.68,140,46,84,D-,19,E,,A-,,64
LILA,8.35,37,-0.71,-42,81,83,B+,65,E,B,A-,,348
LILAK,8.52,37,-1.27,-30,76,84,C,66,E,B,A-,,926
PHI,20.95,37,-1.50,-13,63,43,B-,51,B,,A-,8,122
RCI,35.03,37,-8.15,170,81,67,D,65,B,C,A-,20,"1,192"
SIFY,13.74,37,1.25,-70,55,97,D-,4,D,,A-,,66
SKM,29.58,37,0.65,-42,74,90,B,29,D,,A-,211,"1,871"
TEO,11.75,37,-0.84,43,70,84,A-,7,C,,A-,,304
TIGO,79.64,37,3.58,-20,98,97,B+,82,A,D,A-,10,"1,392"
TIMB,26.38,37,-1.27,-8,98,90,A-,95,B,,A-,16,392
TKC,6.02,37,-0.66,-21,52,59,D+,23,D,,A-,12,"1,265"
TLK,18.77,37,-0.16,-43,48,65,E,37,D,,A-,14,721
TU,12.86,37,-0.85,71,37,25,E,37,C,D,A-,109,"5,941"
UCL,1.45,37,-0.68,-87,25,22,D-,37,D,,A-,21,6
VEON,47.72,37,0.93,-72,59,43,C-,43,B,A,A-,6,104
VIV,16.03,37,-0.93,-39,96,91,B-,70,C,,A-,41,975
VOD,15.21,37,0.53,-55,89,89,A-,63,C,B,A-,12,"4,591"
RDGT,0.02,38,-11.51,140,22,1,D-,73,D,,A-,,"22,495"
YI,6.44,38,-2.72,-80,54,95,B+,14,,,A-,,32
ABBV,208.84,39,-2.86,-28,74,35,C+,58,A,B,A-,21,"7,169"
ALPS,1.01,39,0.00,-80,21,13,D-,20,D,,A-,,39
ASRT,19.21,39,-3.37,50,62,97,A,27,D,B,A-,15,84
BFRI,0.98,39,6.52,-69,85,91,B,62,E,B,A-,,429
BHC,5.35,39,-4.12,-28,33,19,C,54,,E,A-,1,"2,254"
BMY,59.60,39,-2.45,9,76,81,B-,44,B,C,A-,9,"13,566"
BTMD,1.59,39,11.19,68,11,6,B,10,,B,A-,2,225
CATX,4.41,39,-0.23,-73,54,94,B-,15,E,B,A-,,"3,963"
CPIX,3.17,39,2.26,-43,39,22,B-,16,C,B,A-,29,142
EOLS,4.03,39,-6.50,-31,24,7,E,59,,C,A-,,"1,208"
GELS,0.68,39,-8.11,-48,18,12,B-,3,D,,A-,,31
GRFS,8.24,39,-0.12,10,64,29,D-,77,C,,A-,12,691
INDV,30.47,39,-0.59,-18,94,95,D-,99,,,A-,12,"2,617"
INM,0.68,39,1.49,-82,18,4,D-,57,E,,A-,,128
JAGX,0.40,39,-2.44,-66,8,2,D+,19,E,C,A-,,613
JAZZ,186.95,39,-0.70,-25,93,90,B+,50,B,B,A-,23,930
LEXX,1.04,39,19.54,291,63,87,B-,28,D,B,A-,,171
LFCR,3.84,39,0.00,102,20,6,E,39,E,B,A-,,298
MIST,1.38,39,5.34,6,26,27,C-,15,E,A,A-,,"1,967"
MRK,120.87,39,0.02,-44,96,88,B+,86,A,C,A-,13,"11,517"
NVO,36.98,39,1.37,-38,57,10,D-,88,A,B,A-,9,"23,856"
NVS,154.03,39,-0.68,5,86,84,D+,69,A,B,A-,17,"2,508"
NXGL,0.59,39,-4.84,-85,7,2,E,17,D,,A-,,314
PAHC,55.52,39,1.39,-18,99,96,B-,96,A,C,A-,20,300
PCSA,2.77,39,6.54,322,35,12,B-,61,,E,A-,,47
PFE,28.32,39,-0.81,-31,71,77,B+,28,B,D,A-,9,"44,932"
PTGX,103.78,39,0.11,-23,59,95,B-,6,E,C,A-,,781
SNY,47.89,39,0.34,-65,77,34,C+,71,A,D,A-,9,"4,289"
SXTC,1.89,39,5.00,-79,4,1,C-,3,E,,A-,,321
SXTP,1.86,39,-0.53,-99,29,6,D+,57,D,,A-,,"5,520"
TAK,18.74,39,-0.16,-12,85,85,A-,53,C,D,A-,12,"2,990"
TXMD,2.00,39,0.00,-63,72,95,B-,26,C,B,A-,,43
ZTS,117.94,39,0.55,-50,58,20,C-,74,A,C,A-,18,"4,368"
ZYBT,0.88,39,-3.30,-92,7,4,C+,9,D,,A-,44,257
ARAI,0.72,40,-16.28,-44,6,1,E,1,,B,A-,,"1,224"
BTOC,0.27,40,-1.52,-87,5,3,C-,2,D,B,A-,,"1,069"
CHRW,167.84,40,-0.39,-58,72,90,B,40,C,B,A-,33,"2,399"
CIIT,1.65,40,-1.20,-94,14,4,C-,19,D,,A-,,395
CJMB,1.33,40,7.26,-89,4,10,D-,1,E,,A-,,406
CTNT,1.43,40,-3.38,-92,50,70,B,17,D,,A-,,80
CYRX,8.77,40,3.06,-40,60,74,D,38,D,B,A-,,395
ELOG,0.94,40,-2.08,-86,41,7,C+,79,C,,A-,7,91
ETS,0.66,40,-4.35,-64,18,16,B,6,D,,A-,,139
EXPD,145.81,40,1.04,-51,64,79,C-,32,B,B,A-,25,"1,594"
FLX,2.51,40,-4.20,-50,47,19,B+,65,C,,A-,6,281
GVH,2.73,40,36.50,-54,27,27,A-,4,B,,A-,46,"2,337"
GXO,53.08,40,-0.75,-15,65,74,D-,55,C,C,A-,21,"1,417"
HUBG,36.50,40,-0.30,-61,43,38,C,55,D,C,A-,21,"1,008"
JYD,2.94,40,0.00,-98,26,4,D,79,E,,A-,,79
LSH,0.67,40,1.52,-85,45,12,B+,48,D,,A-,,48
NCEW,11.50,40,-2.54,125,59,96,A+,3,C,,A-,,6
NPT,12.66,40,15.72,-85,62,98,B+,1,B,,A-,,"1,297"
PAL,6.71,40,0.60,-40,25,21,C,1,C,C,A-,,273
